prior_std,recovered_prior_std,likelihood_std,recovered_likelihood_std (with prior),recovered_likelihood_std (without prior),initial_nll (with prior),recovered_nll (with prior),recovered_nll (without prior),AIC (with prior),AIC (without prior),BIC (with prior),BIC (without prior)
8,7.1561501667644905,17,500.0,10.909868163151833,136.90936018035967,135.4731529124049,152.34421242982006,274.9463058248098,306.6884248596401,278.3240647330377,308.37730431375405
6,4.686549903051757,5,4.427323576438884,4.309872182726642,104.81931632395735,103.51207277953344,115.19387314026345,211.02414555906688,232.3877462805269,214.40190446729474,234.07662573464083
6,4.866888510181585,3,3.273366872864801,3.4532594020807936,98.35027295973822,96.72647283211111,106.33028206367503,197.45294566422223,214.66056412735006,200.8307045724501,216.349443581464
13,11.247703497791221,6,5.132410536780163,5.12835244083484,119.25918433369645,118.39764879304411,122.14892011186132,240.79529758608822,246.29784022372263,244.17305649431609,247.98671967783656
2,2.071814868874645,8,7.29547327480908,2.8766300680253614,84.37893243778544,84.34301140717255,99.02231975344948,172.6860228143451,200.04463950689896,176.06378172257297,201.7335189610129
16,12.765341155040202,7,5.563372306598893,5.926634107495446,123.74014954253968,121.92770754318973,127.93580388126564,247.85541508637945,257.8716077625313,251.2331739946073,259.56048721664524
13,12.909127642167933,11,12.530142727296077,11.122040242958153,145.04070933187953,144.60718973296687,153.11472687551264,293.21437946593375,308.2294537510253,296.5921383741616,309.9183332051392
19,24.14314701540503,14,15.74203895656545,14.3163319643073,161.1800874449296,159.9253591384662,163.20126007550653,323.8507182769324,328.40252015101305,327.2284771851603,330.091399605127
15,461.63464152955356,11,8.77655210860667,8.774961812411101,142.39246380448378,143.6253090941463,143.63364976513986,291.2506181882926,289.26729953027973,294.62837709652047,290.95617898439366
12,14.157914886928674,19,24.537980109939983,15.31932871252237,158.69491765087943,157.0214304115963,165.92151014508755,318.0428608231926,333.8430202901751,321.42061973142046,335.53189974428903
7,7.964149314911271,17,10.094691209013849,7.153666015928503,130.98877576837896,130.0771755634459,135.4625639591489,264.1543511268918,272.9251279182978,267.5321100351197,274.6140073724117
18,25.434517390849503,10,10.423879851978125,10.008744445090407,148.59597097380416,147.41626556244947,148.89591420275804,298.83253112489894,299.79182840551607,302.2102900331268,301.48070785963
12,11.55905771857347,13,15.052378693849066,12.45895585485173,145.81504118004136,145.38535602502918,157.65504572635888,294.77071205005836,317.31009145271776,298.1484709582862,318.9989709068317
12,11.920453628888394,18,16.8622550555418,12.756379175650377,147.8272378805434,147.7817914771013,158.59877366996733,299.5635829542026,319.19754733993466,302.9413418624305,320.8864267940486
12,15.124521791825192,8,8.815726620790926,8.271937593838265,138.97927843988253,137.96945360785588,141.272306426725,279.93890721571177,284.54461285345,283.3166661239396,286.23349230756395
6,6.366271129365526,6,4.891999864114966,4.367493976683017,111.82192093055464,110.98092302456871,115.72511287159769,225.96184604913742,233.45022574319538,229.33960495736528,235.1391051973093
6,6.264443006696462,11,10.74423140153759,6.6577027202653225,124.34188184852076,124.300504482835,132.58851836739248,252.60100896567,267.17703673478496,255.97876787389785,268.8659161888989
6,6.301246301461722,12,9.274295349608451,6.471088687323384,123.1226879599138,122.7964042115965,131.45132113109224,249.592808423193,264.9026422621845,252.97056733142085,266.5915217162984
8,7.8889835277292795,11,7.885998302364855,6.9010873752254325,127.0577745835463,125.50571508140743,134.0246979971244,255.01143016281486,270.0493959942488,258.3891890710427,271.73827544836274
5,4.635560852036354,5,3.859679490986244,3.5777075879454423,101.66211421435203,100.24775604343138,107.74644474670266,204.49551208686276,217.49288949340533,207.87327099509062,219.18176894751926
4,4.9936028049534436,2,2.0481366385590225,1.9621416765333413,82.70805752430053,82.32504170620507,83.71900429418076,168.65008341241014,169.43800858836153,172.027842320638,171.12688804247546
6,5.737214245157463,17,11.879786569801796,6.89564980598802,122.876633293435,122.44350660498787,133.99317710801574,248.88701320997575,269.9863542160315,252.2647721182036,271.6752336701454
9,8.739951315508083,4,2.916033106437222,2.87228145427912,100.43242503901354,97.45557108716685,98.96180533511878,198.9111421743337,199.92361067023757,202.28890108256155,201.6124901243515
8,6.449733477126534,18,24.903733860099948,9.900755329632728,131.18131125912038,130.02080573608768,148.46199229175454,264.04161147217536,298.9239845835091,267.4193703804032,300.612864037623
1,1.0254430312632115,3,26.81155516561899,1.4832396022904044,58.23922113608459,57.73339142487586,72.52668853547247,119.46678284975172,147.05337707094495,122.8445417579796,148.74225652505888
8,8.475107863626635,19,12.107721119143374,8.262870642577893,134.92736917176862,134.26780676688279,141.22841467538439,272.53561353376557,284.45682935076877,275.91337244199343,286.1457088048827
3,3.4244154229528934,16,5.730125270409383,3.609016351453184,100.86357385195839,99.88742038888287,108.09495308097559,203.77484077776575,218.18990616195117,207.1525996859936,219.8787856160651
17,500.0,1,0.8062822126287381,0.8062810596863573,49.78172733375544,48.142053122719744,48.14209704745467,100.28410624543949,98.28419409490934,103.66186515366736,99.97307354902327
9,9.833303392215981,4,3.2162750349614524,3.193743852376714,103.23189525665384,101.45376541749717,103.20529573399142,206.90753083499433,208.41059146798284,210.2852897432222,210.09947092209677
8,5.3274981779320445,2,1.9949429735480901,2.1035684364135436,83.16477802602073,81.75770870830455,86.50294689738477,167.5154174166091,175.00589379476955,170.89317632483696,176.69477324888348
1,34.41507399859451,15,1.0845113463698524,1.0839741842069395,54.1936480470505,59.962655893499615,59.98290428687409,123.92531178699923,121.96580857374818,127.3030706952271,123.65468802786211
10,36.16468543063197,4,4.3198936097288305,4.292435268053743,118.84613118785845,115.0034494586032,115.03171008969493,234.0068989172064,232.06342017938985,237.38465782543426,233.75229963350378
6,5.53777358360222,8,6.398341407587764,5.415253399398071,114.86790721140738,114.0394203253329,124.3263492189886,232.0788406506658,250.6526984379772,235.45659955889366,252.34157789209112
9,9.938007025049941,14,500.0,13.974983378532242,156.6418853700447,148.6060598307737,162.2482775972005,301.2121196615474,326.496555194401,304.58987856977524,328.18543464851496
18,13.68689597341392,6,6.3447862805771305,6.416773504728507,127.71237645081925,126.76975609505547,131.11416684946286,257.53951219011094,264.2283336989257,260.9172710983388,265.91721315303965
19,25.07084892411206,19,23.93861905535256,19.67796213052105,173.89998813607082,170.81176323171968,175.57253951400742,345.62352646343936,353.14507902801483,349.0012853716672,354.83395848212876
17,240.3658649719793,1,0.921945496132185,0.9219560313420655,54.118447300054314,53.5086914392526,53.50716687196315,111.0173828785052,109.0143337439263,114.39514178673308,110.70321319804023
9,7.126583536000752,16,27.27172766109044,10.401922400730795,135.3018730741471,133.98987302046893,150.43716865641147,271.97974604093787,302.87433731282295,275.35750494916573,304.5632167669369
19,19.407957650145953,12,10.945260860644478,10.137808079039482,147.17565646729633,146.95071997895656,149.40838259346202,297.9014399579131,300.81676518692404,301.279198866141,302.505644641038
3,2.9765044383109855,14,5.657643494280632,3.365263302469334,96.42884441270836,95.50065445519753,105.29779475556953,195.00130891039507,212.59558951113905,198.37906781862293,214.28446896525298
7,6.623624473096381,13,21.053324149170436,8.423181391853637,130.8787639896645,130.4956150827314,141.9970494003084,264.9912301654628,285.9940988006168,268.36898907369067,287.68297825473076
3,2.9623516563346417,15,500.0,5.179286390405213,100.81488356911063,100.19619675390462,122.54422709852294,204.39239350780923,247.08845419704588,207.7701524160371,248.7773336511598
7,6.742855056980618,6,5.226198313677381,4.969909367203001,113.9767404388523,113.49565537997005,120.89360620086555,230.9913107599401,243.7872124017311,234.36906966816795,245.47609185584503
11,10.94066175694466,18,17.60145784926679,12.249487356154598,145.92868701175058,145.92337062657697,156.97691261179844,295.84674125315394,315.9538252235969,299.2245001613818,317.6427046777108
19,18.651717281874895,15,13.425134545195972,12.662459037089755,152.6153506452897,152.29369182702848,158.29378066996804,308.58738365405696,318.5875613399361,311.9651425622848,320.27644079405
12,11.68243749390626,6,6.23118139695456,5.871543253660963,124.98449351546935,124.93294025553156,127.56222980177765,253.86588051106312,257.1244596035553,257.243639419291,258.8133390576692
2,1.6688894855135117,5,5.399211005330624,2.4748739684542165,76.32451120683996,75.41889754779075,93.00511645680308,154.8377950955815,188.01023291360616,158.21555400380936,189.6991123677201
1,1.0301503747397194,6,1.9613406168074503,1.1832159458640543,53.98733998224528,53.073238854323876,63.48698606069085,110.14647770864775,128.9739721213817,113.52423661687563,130.66285157549564
6,7.962507676235431,13,9.617077712455316,6.917368729187721,130.96127578508433,129.30596749665696,134.11896368616658,262.6119349933139,270.23792737233316,265.9896939015418,271.9268068264471
8,8.85725964166684,16,21.413339613035294,10.771487097489212,141.71647259409616,140.84828910842097,151.83365503066562,285.69657821684194,305.66731006133125,289.0743371250698,307.3561895154452
2,2.289211030908404,4,4.173356755177517,2.4899815378659604,85.22055752430053,84.62493357878517,93.24852716922473,173.24986715757035,188.49705433844946,176.6276260657982,190.1859337925634
2,2.3399079506883247,16,416.1421202384665,3.3391617236084423,92.10982318525004,90.76157741643273,104.98633128630954,185.52315483286546,211.97266257261907,188.90091374109332,213.661542026733
6,4.234415702854581,16,9.607557123664078,6.911947182236613,115.35625012855908,110.93697808766936,134.0875911307145,225.87395617533872,270.175182261429,229.25171508356658,271.8640617155429
4,5.839612188661771,14,6.785509665234352,4.957318473064557,119.62925822349031,116.25913448091667,120.7921346488522,236.51826896183334,243.5842692977044,239.8960278700612,245.27314875181833
12,10.062417827918354,12,17.21235987241079,12.628392534380309,145.78044704184134,143.2301968807954,158.19527323540822,290.4603937615908,318.39054647081645,293.83815266981867,320.0794259249304
12,10.413740356034726,10,8.524821816331881,8.446892746169514,133.06449316384152,132.21907295670007,142.10948820664345,268.43814591340015,286.2189764132869,271.815904821628,287.9078558674008
4,3.033983446301576,12,17.514400659253504,4.847680282427981,102.6222443487149,100.56130157900971,119.89754975118949,205.12260315801942,241.79509950237897,208.50036206624728,243.4839789564929
6,5.470404158843147,5,4.252289876025214,4.046601791743418,105.92065512177157,105.20288803858075,112.67265695862046,214.4057760771615,227.34531391724093,217.78353498538937,229.03419337135486
17,18.572089954278763,19,20.40136455962762,16.256205405580054,161.82894252101943,161.5516353928088,168.2910078521602,327.1032707856176,338.5820157043204,330.48102969384547,340.2708951584343
16,11.289371323915306,10,11.616979808513024,11.594198625273163,144.44158771235317,140.41280297535806,154.77766298841703,284.8256059507161,311.55532597683407,288.203364858944,313.244205430948
7,6.639790027940648,17,12.798885264960436,8.100931221246007,128.15113538678253,127.7140891219685,140.4366757464401,259.428178243937,282.8733514928802,262.80593715216486,284.56223094699413
2,1.6772721430138637,2,1.7855923650416083,1.753567879916733,65.62048493938582,64.79379357876887,79.22363935335663,133.58758715753774,160.44727870671326,136.9653460657656,162.1361581608272
11,9.253721613944927,11,9.778587862355486,9.532835750705761,133.78561524049306,132.96855118434723,146.9472400452318,269.93710236869447,295.8944800904636,273.31486127692233,297.58335954457755
16,19.897395495708423,18,22.110413968356795,16.864240489431428,166.60972633394266,164.51631891471885,169.7483703431858,333.0326378294377,341.4967406863716,336.41039673766556,343.1856201404855
15,16.967908413830845,11,11.606764534737062,10.643078511569536,147.44517807275741,147.14423435206115,151.35390949977142,298.2884687041223,304.70781899954284,301.66622761235016,306.39669845365677
19,14.551741213292958,4,3.968139383991768,4.09267741934146,110.88326848231752,110.45491279135739,113.12550649361097,224.90982558271477,228.25101298722194,228.28758449094263,229.93989244133587
4,3.6068932856552793,18,16.11774557242885,5.162362930069653,107.49658546502003,107.09409054537173,122.4133243404251,218.18818109074346,246.8266486808502,221.56593999897132,248.51552813496414
13,18.97524893598786,3,3.02627511513697,2.9999984834206943,100.74204044251277,100.54848405562058,100.70203287492151,205.09696811124115,203.40406574984303,208.47472701946901,205.09294520395696
5,5.031566244991301,2,2.1984500514887824,2.213594321342,85.14882155166752,84.77330242610653,88.54224543051853,173.54660485221305,179.08449086103707,176.9243637604409,180.773370315151
14,17.442905074334547,14,16.196194679477227,13.607950842328382,157.26301335057792,155.71384685030245,161.18355589870635,315.4276937006049,324.3671117974127,318.80545260883275,326.0559912515266
2,2.151629821061868,9,4.517481057321606,2.859195549364991,83.97908150333393,83.31755038185992,98.77915566385335,170.63510076371983,199.5583113277067,174.0128596719477,201.24719078182062
13,11.826503364608985,15,12.418417922027661,10.486893174093336,143.4102018507142,142.66121945705854,150.76260257223495,289.3224389141171,303.5252051444699,292.70019782234493,305.21408459858384
12,11.528590881159138,2,2.1207239792586976,2.121320875914232,86.31429666442003,86.16223002994955,86.83908926371492,176.3244600598991,175.67817852742985,179.70221896812697,177.36705798154378
2,1.993796567867517,8,256.21336813264395,2.583602334230587,84.52599126131486,84.35812773506223,94.72492541391341,172.71625547012445,191.44985082782682,176.0940143783523,193.13873028194075
3,3.4977185613331883,17,6.745020310001017,4.08350390855588,103.03816458726777,102.07884862131817,113.03575316422129,208.15769724263635,228.07150632844258,211.5354561508642,229.7603857825565
11,16.127456795231094,2,2.0732436894830326,2.0615530345753874,85.77850190655616,85.59429186571506,85.69592098691388,175.18858373143013,173.39184197382775,178.566342639658,175.08072142794168
12,8.570974169888142,1,0.995269901664027,1.0000001080816865,56.408189201786996,56.2999897195845,56.757541542209495,116.599979439169,115.51508308441899,119.97773834739688,117.20396253853292
10,8.251670459030578,11,12.155526403461938,10.006248366475814,134.62324707742872,133.59415304743248,148.8859294359427,271.18830609486497,299.7718588718854,274.56606500309283,301.46073832599933
18,16.228898131374567,8,7.479003694274264,7.416200916834687,133.6066863227579,133.389422064985,136.90420503282866,270.77884412997,275.8084100656573,274.1566030381979,277.49728951977124
11,11.961869824607023,18,13.738303732474845,10.852414216922307,145.4508333703542,144.7417206293808,152.13306181737633,293.4834412587616,306.26612363475266,296.8612001669895,307.9550030888666
16,15.273792626870794,13,11.907683893736152,11.154631074275933,146.5631028777976,146.34755755994178,153.23159339118075,296.69511511988355,308.4631867823615,300.0728740281114,310.15206623647543
18,18.135093139398123,18,16.42625616936236,14.410829056397379,156.89604207874876,156.73138346712193,163.4766544470251,317.46276693424386,328.9533088940502,320.8405258424717,330.64218834816415
13,11.793828039621056,10,8.499706053169746,8.507349869890414,134.76190420020612,133.99254479755854,142.39476004601653,271.9850895951171,286.78952009203306,275.36284850334494,288.478399546147
10,7.9364616987684995,1,1.0596092770639975,1.060660160960037,58.92487157161016,58.72018489337877,59.11320205946481,121.44036978675754,120.22640411892962,124.81812869498542,121.91528357304355
18,17.74900118726032,9,9.191585112271332,9.25338018563424,140.76235709905464,140.73736205316567,145.7570871915567,285.47472410633134,293.5141743831134,288.8524830145592,295.20305383722734
19,17.773607004572668,6,6.288225605467951,6.220934136873037,128.07183553164657,127.94599116409421,129.87433332810738,259.8919823281884,261.74866665621477,263.2697412364163,263.4375461103287
17,21.085297871634502,5,4.5291714023314,4.497219520880053,116.86693677122796,116.27692463574246,116.89593058708473,236.55384927148492,235.79186117416947,239.93160817971278,237.4807406282834
4,3.6913587974928954,15,492.76045290367335,5.44058896678966,109.48737281438555,108.99598120087236,124.51302855478798,221.99196240174473,251.02605710957596,225.3697213099726,252.7149365636899
3,3.449638177944072,5,3.522268772754761,2.928310009733428,94.37639116753377,92.83775146339356,99.73456118922701,189.67550292678712,201.46912237845402,193.05326183501498,203.15800183256795
19,30.40090605929389,3,3.2002333945392953,3.189856851171818,103.43502126855878,103.0660578923159,103.15621595812794,210.1321157846318,208.3124319162559,213.50987469285965,210.00131137036982
10,12.435844096435943,19,13.272840388864827,10.306554115500699,146.3537410881325,144.97825731418845,150.06873104819692,293.9565146283769,302.13746209639385,297.33427353660477,303.8263415505078
4,4.606397388123214,3,3.4147070719425017,3.008322002065104,97.90615193345403,97.12229454079326,100.8128364824238,198.24458908158653,203.6256729648476,201.6223479898144,205.31455241896154
2,2.424054617861469,16,3.274713717773673,2.2304707652756424,85.09470900255774,83.43659219434525,88.84604874039803,170.8731843886905,179.69209748079606,174.25094329691836,181.38097693491
3,3.6348417540634883,18,7.269882750658707,4.224926381715712,105.07272205981768,103.91793733199523,114.39761149270015,211.83587466399047,230.7952229854003,215.21363357221833,232.48410243951423
16,23.16295787016796,2,2.0912888307351247,2.0856654296006165,86.25198063717312,86.10615012799028,86.1610582301988,176.21230025598055,174.3221164603976,179.5900591642084,176.01099591451154
15,12.586501941177149,10,499.99686792833046,10.228638879178662,147.17247508646804,158.03411846470829,149.76519190414723,320.06823692941657,301.53038380829446,323.44599583764443,303.2192632624084
14,12.240685806895385,5,4.554665385454479,4.524933383928525,115.18106992282958,114.81022522283517,117.14163392298126,233.62045044567034,236.2832678459625,236.9982093538982,237.97214730007644
18,500.0,2,1.6733333082101312,1.6733198912487486,78.96772031512904,77.35038991235633,77.34992967181044,158.70077982471267,156.6998593436209,162.07853873294053,158.38873879773482
17,16.75123169506477,14,10.795848899525181,10.681780755283555,146.8401100458534,144.97644186043027,151.49904236905783,293.95288372086054,304.99808473811567,297.3306426290884,306.6869641922296
3,3.1267846922341564,12,8.707437712005133,4.132190400010298,100.01466298760221,99.93202419699853,113.50984943732418,203.86404839399705,229.01969887464836,207.2418073022249,230.7085783287623
12,8.916024293232843,6,5.947429326780495,5.970759861392484,121.91782684880269,120.71432630748592,128.2325242653986,245.42865261497184,258.4650485307972,248.8064115231997,260.15392798491115
4,166.94405537204224,4,3.365947565967988,3.3652634708194724,92.83074716178362,105.28552715704382,105.2977947555691,214.57105431408763,212.5955895111382,217.9488132223155,214.28446896525213
12,8.42670147903817,9,6.270741014202416,6.272957734966114,125.48516508511668,121.37983154447713,130.2074608254552,246.75966308895426,262.4149216509104,250.13742199718212,264.10380110502433
18,10.606352103611675,3,2.646036855928307,2.7793882571489688,95.9596506550796,94.47238720950493,97.64677778386323,192.94477441900986,197.29355556772646,196.32253332723772,198.9824350218404
7,8.430060773809352,5,4.361833064148866,4.195235232258348,112.14845756626143,110.92885093873497,114.11551936906909,225.85770187746994,230.23103873813818,229.2354607856978,231.9199181922521
17,15.90266345732454,8,8.910733330916162,8.85861730472547,139.40109218029232,138.78678118013357,144.01314098714514,281.57356236026715,290.02628197429027,284.951321268495,291.7151614284042
3,3.3922350608435523,15,12.566596017246097,4.472136279976202,104.72744767167474,104.21050992032282,116.67218679926694,212.42101984064564,235.34437359853388,215.7987787488735,237.0332530526478
19,500.0,5,5.4063314644584946,5.406008602728405,126.94567641473284,124.25932674878382,124.25803147540856,252.51865349756764,250.51606295081712,255.8964124057955,252.20494240493105
6,5.3135938910484475,7,14.184251042284389,6.771264032596861,123.65875657864156,120.94185784045246,133.2650453022377,245.8837156809049,268.5300906044754,249.26147458913277,270.2189700585893
16,16.06799175438025,8,7.40217780333028,7.334849042517101,133.19655071908718,132.97931650445207,136.46301050846947,269.95863300890414,274.92602101693893,273.336391917132,276.61490047105286
1,1.036882896973823,11,96.60757565611365,1.581138820627723,58.280744901038446,58.20406209432219,75.08335596567002,120.40812418864438,152.16671193134005,123.78588309687225,153.85559138545398
10,11.013431560102157,5,5.306145533628472,5.125916783092735,119.53618679926673,119.33743688813074,122.12989966345478,242.67487377626148,246.25979932690956,246.05263268448934,247.9486787810235
6,5.874632679133075,18,14.259601291127334,7.266364907923685,124.5730245989674,124.44800510925889,136.0877651424437,252.89601021851777,274.1755302848874,256.27376912674566,275.8644097390013
11,13.906651575888404,6,7.3828570923406724,6.982119207148512,133.87892351591853,131.7580332600455,134.49164527706455,267.516066520091,270.9832905541291,270.89382542831885,272.67217000824303
9,7.703380209082078,18,424.8276375517788,12.631304658633622,139.99785092621568,138.41875925467667,158.20468825789126,280.83751850935334,318.4093765157825,284.2152774175812,320.09825596989646
7,465.91793169885847,2,1.6955935488120628,1.695582472063234,81.11514179431546,77.87892192993931,77.87859481317321,159.75784385987862,157.75718962634642,163.13560276810648,159.44606908046035
2,2.4246994492144864,16,3.1746761496517046,2.202271529067726,84.83302030063466,82.9951953108347,88.33711542717475,169.9903906216694,178.6742308543495,173.36814952989727,180.36311030846343
10,12.36758685369252,15,17.174272268597576,11.932084659478344,150.63623577022872,149.00525656817348,155.92682904556457,302.01051313634696,313.85365809112915,305.3882720445748,315.5425375452431
8,7.864466891427921,5,3.4784135440291184,3.3763884108775475,106.52998858686561,103.04721024366714,105.42980843619603,210.09442048733428,212.85961687239205,213.47217939556214,214.54849632650598
4,4.600935724802244,9,11.805029058340459,5.191338538958917,116.13178945927572,114.97975425295708,122.63720727528727,233.95950850591416,247.27441455057453,237.33726741414202,248.96329400468846
9,7.504478437197364,11,11.613622934924393,9.390155546393405,131.22780941784458,130.39897527243448,146.3440108506298,264.79795054486897,294.6880217012596,268.17570945309683,296.3769011553735
19,18.97952067388239,13,12.971641912410442,12.269282388062022,151.60243005046942,151.60228189329234,157.03992499517892,307.2045637865847,316.07984999035784,310.58232269481255,317.7687294444718
3,3.9304133613247467,16,68.87193759848988,4.982471340191164,115.45756625237769,111.4448105527384,120.99456552681856,226.8896211054768,243.98913105363712,230.26738001370467,245.67801050775105
19,22.62284703126745,7,7.449185551789215,7.309240820359492,135.33230140019867,135.02301531099366,136.32311734933234,274.0460306219873,274.64623469866467,277.4237895302152,276.3351141527786
4,4.199460561152026,11,8.848266256994306,5.1332241367745555,110.21044211297692,110.09281825289086,122.18690682793576,224.18563650578173,246.37381365587152,227.5633954140096,248.06269310998545
17,16.22056716313548,8,8.040316808942034,8.028077704643707,135.7744134619206,135.7422004484515,140.07533591570893,275.484400896903,282.15067183141787,278.8621598051309,283.8395512855318
19,16.413350494875505,6,5.524324314805154,5.621387361608103,123.30508110304119,122.97770852655239,125.82068374004439,249.95541705310478,253.64136748008877,253.33317596133264,255.3302469342027
6,5.934030410359359,10,8.335259686972705,6.642665846047939,120.11752348797081,119.7857643840847,132.4980716332566,243.5715287681694,266.9961432665132,246.94928767639726,268.6850227206271
3,2.86800103355875,10,391.7755896607761,4.488872794451282,99.46515581043683,98.90136793703621,116.82162709605164,201.80273587407243,235.64325419210329,205.1804947823003,237.33213364621722
15,13.763157241196497,19,19.776940045746848,15.8486507421031,153.93518637365835,153.7382209256235,167.27126334596426,311.476441851247,336.5425266919285,314.85420075947485,338.23140614604245
7,3.993959972570547,1,1.061973971514268,1.1067971784205999,59.55246700746217,57.796434723097036,60.81635821064197,119.59286944619407,123.63271642128394,122.97062835442195,125.32159587539788
4,4.106513957594673,16,38.41509875293807,5.700877638185505,113.18662113077147,113.03281661957469,126.38234311490106,230.06563323914938,254.76468622980212,233.44339214737724,256.45356568391605
3,2.9411019711328854,12,277.21917080436265,4.413049138653807,100.21074141897475,99.90914451681797,116.14017316332334,203.81828903363595,234.28034632664668,207.1960479418638,235.9692257807606
4,3.8354872901340498,18,10.67002755784676,4.984977470147406,108.42370964802657,108.09896333578936,121.01469637903966,220.19792667157873,244.02939275807933,223.5756855798066,245.71827221219326
2,1.9558504472627856,16,499.90090716429836,3.033150139925239,83.69978712755773,83.58881077689736,101.1416110092868,171.17762155379472,204.2832220185736,174.55538046202258,205.97210147268754
10,11.131930303591421,14,12.210306146995773,9.528913232248462,141.371490403662,141.05119684019485,146.93072704037405,286.1023936803897,295.8614540807481,289.48015258861756,297.55033353486203
16,11.752642282660235,14,18.578626203687385,14.251595538390399,151.62706076868034,148.58879534781434,163.03141500612145,301.1775906956287,328.0628300122429,304.55534960385654,329.75170946635683
16,15.19728947166473,12,11.19602834914085,10.194363804213461,144.86342116991625,144.7085037362677,149.63093102959965,293.4170074725354,301.2618620591993,296.79476638076324,302.95074151331323
14,102.48193021113855,1,0.9874670563055951,0.9874210349839523,56.72186654646208,56.25826182783324,56.2511855190712,116.51652365566648,114.5023710381424,119.89428256389435,116.19125049225633
17,15.49296215727261,12,13.626404455607883,12.257660581458588,150.38828198411971,149.77815463812638,157.00354945633842,303.55630927625276,316.00709891267684,306.9340681844806,317.69597836679077
3,2.7303453661393715,10,295.9914316116414,4.12916476956272,97.29265835885681,96.9219622230581,113.48054540277752,197.8439244461162,228.96109080555505,201.22168335434407,230.64997025966898
19,16.406656978544873,6,5.639529029268065,5.71620015213139,123.95626412544738,123.71564109197578,126.48974651834071,251.43128218395157,254.97949303668142,254.80904109217943,256.6683724907954
9,12.386492070438878,19,12.437995489369012,9.523655462600653,145.50870295799902,143.64170440222873,146.90868847060895,291.28340880445745,295.8173769412179,294.6611677126853,297.50625639533183
7,5.657598719559146,14,13.574683756796123,7.619060561215639,124.10352524370708,122.87426037839077,137.98363549108575,249.74852075678155,277.9672709821715,253.1262796650094,279.65615043628543
9,7.944881389957133,6,6.346057079075624,6.072477926754988,121.23807311778472,120.80115011152736,128.9082176213876,245.60230022305473,259.8164352427752,248.9800591312826,261.5053146968891
8,6.9079553364194926,5,4.790114348035877,4.77755130071918,111.92639659248358,111.56765940849922,119.31466985780779,227.13531881699845,240.62933971561557,230.5130777252263,242.3182191697295
16,12.496828254774277,8,8.06335656850574,8.631334536229925,134.54537884409615,133.2895155751478,142.97352383548315,270.5790311502956,287.9470476709663,273.95679005852344,289.63592712508023
6,5.951684722998924,8,6.901071695620569,5.794393752207555,117.29047665585183,116.98336163475533,127.03317617637293,237.96672326951065,256.06635235274587,241.3444821777385,257.7552318068598
8,8.900930952510075,4,4.129055313383634,4.052777755611648,109.73081974669833,109.58135922479471,112.73363261560249,223.16271844958942,227.46726523120498,226.54047735781728,229.1561446853189
18,18.629681783456267,11,9.710901624243341,9.252023208097933,143.35398247001808,142.88021061000654,145.75124698954318,289.7604212200131,293.50249397908635,293.13818012824095,295.1913734332003
17,24.261477449012034,5,4.872794067062525,4.821825545280714,119.72539135875799,119.31334944356585,119.68364396885426,242.6266988871317,241.3672879377085,246.00445779535957,243.05616739182244
17,15.44614943741917,8,7.044346587753063,7.039180031166368,131.62341258638776,131.06739399565754,134.8171855903742,266.1347879913151,271.6343711807484,269.51254689954294,273.32325063486235
3,3.4569592729468996,18,500.0,4.738143288441829,107.64796396839292,106.37241092422713,118.98335361195224,216.74482184845425,239.96670722390448,220.1225807566821,241.6555866780184
3,2.769742285410043,11,52.198015088560076,4.3387785208310685,97.99026348720682,97.46762223155415,115.46125680190607,198.9352444631083,232.92251360381215,202.31300337133615,234.61139305792608
4,4.448421762851763,6,4.286607771318167,3.446011986532778,102.87031162346764,101.84177150238402,106.24624832660115,207.68354300476804,214.4924966532023,211.0613019129959,216.18137610731623
6,6.662395879151339,18,9.984784589725157,6.922787373927115,126.24015422859702,125.25136628960954,134.15028710682205,254.50273257921907,270.3005742136441,257.88049148744693,271.989453667758
8,5.934549500904382,7,5.675657118368966,6.097130230783665,115.4735111303932,113.21420898832801,129.07027117511134,230.42841797665602,260.1405423502227,233.80617688488388,261.8294218043366
2,2.178536874308993,1,0.9267223233199791,0.8944311160710916,50.644669371859614,50.386960400651304,52.29468139253566,104.77392080130261,106.58936278507132,108.15167970953048,108.27824223918525
12,10.124137264996754,8,7.347687401228596,7.6583296587849645,128.66577683731845,128.07043371712024,138.18929283017712,260.1408674342405,278.37858566035425,263.51862634246834,280.0674651144682
15,14.874005636529542,7,5.5505219724881245,5.504543957137742,124.44206212441516,122.70571481362988,124.98049557849356,249.41142962725976,251.96099115698712,252.78918853548763,253.64987061110105
3,2.7477922934316883,18,396.53618515342026,4.37035471338204,97.49222489598719,97.18865164797631,115.75130802923859,198.37730329595263,233.50261605847717,201.7550622041805,235.1914955125911
7,6.430399011743874,4,4.60443873385517,4.4328325254174485,110.49755640007668,109.56028321859249,116.31908809449277,223.12056643718498,234.63817618898554,226.49832534541284,236.32705564309947
17,16.258393035887774,13,12.598888037978025,11.740955405662572,148.74901741122164,148.69565245512788,155.28086110290732,301.39130491025577,312.56172220581465,304.76906381848363,314.2506016599286
15,14.940655446641102,6,5.8646476938261145,5.76194085809605,124.6677958570126,124.64919665549598,126.80853884664856,253.29839331099197,255.61707769329712,256.67615221921983,257.30595714741105
4,3.562972283164943,12,9.77727881439625,4.709034021928969,105.67259157093712,105.08754905255068,118.73685189209982,214.17509810510137,239.47370378419964,217.55285701332923,241.16258323831357
